instancia_id,token_id,token,punt_inicial,punt_final,capitalización,i_punt_inicial,i_punt_final,dim_red_0,dim_red_1,dim_red_2,dim_red_3,dim_red_4
102,10125,el,,,0,0,0,-3.4687564,-2.7241285,4.840044,0.95369595,12.054483
102,19122,favor,,,0,0,0,-2.0803778,8.341765,-4.878498,7.351552,0.12714137
102,10127,del,,,0,0,0,-5.9022636,4.287057,1.108848,10.631627,-2.0816295
102,17386,público,,",",0,0,4,1.2843652,3.6327672,0.43478808,2.4404387,3.1215026
102,10212,com,,,0,0,0,1.9628367,5.502666,-2.9836059,14.220656,3.9465606
102,96503,##parti,,,0,0,0,8.592425,3.3614643,9.6640415,6.9480543,3.5631905
102,13632,##én,,,0,0,0,3.3068292,-1.8173131,12.64555,4.3920045,-0.47061795
102,47315,##dolo,,,0,0,0,11.297451,5.6183944,-3.8861022,10.083027,10.050653
102,10173,con,,,0,0,0,2.0830941,5.0256505,-2.8181665,14.178931,3.6319642
102,10109,la,,,1,0,0,5.04803,10.698164,12.807062,7.0390773,1.3800633
102,10339,za,,,1,0,0,5.4138155,2.1479962,-2.8465056,8.778542,-0.07612333
102,31351,##rag,,,1,0,0,6.375929,2.8449578,6.0001645,3.9750185,8.805911
102,44086,##oza,,,1,0,0,-1.0855459,5.87581,6.508666,4.62502,-2.8902962
102,10219,##na,,,1,0,0,7.3086157,3.4847443,-1.2489679,6.3913627,9.936945
102,193,y,,,0,0,0,-1.8688973,4.221724,5.154071,9.916914,14.885663
102,10109,la,,,1,0,0,5.158023,10.755092,12.685304,7.0685396,1.2819799
102,110761,palm,,,1,0,0,1.0797454,3.7986145,0.56868166,0.8322645,2.146542
102,10113,##a,,",",1,0,4,7.3430963,3.715157,-1.470093,6.030371,9.432833
102,99381,establecimiento,,,0,0,0,1.6144049,3.7444434,0.49978024,2.2656033,3.1398904
102,10104,de,,,0,0,0,9.22887,1.8189598,1.7670084,14.775695,-1.0695013
102,10109,la,,,0,0,0,5.008555,10.661998,12.869731,6.9534364,1.3436854
102,18833,misma,,,0,0,0,0.20083852,2.769285,1.5221239,1.9710072,2.756094
102,25648,clase,,.,0,0,3,1.4372773,3.8207295,0.5347363,1.6864123,3.1220129
103,10104,de,,,1,0,0,9.072549,1.9651967,1.5005828,14.553802,-0.9229384
103,10285,las,,,0,0,0,9.535891,3.8077424,-5.3103714,-1.4008466,-1.9064585
103,77974,antiguas,,,0,0,0,0.24037763,3.3131177,1.4040109,1.8318796,3.066421
103,10173,con,,,0,0,0,2.1043975,5.059046,-2.7788203,14.183419,3.6670468
103,48865,##fit,,,0,0,0,7.6985674,3.7126145,-1.3034312,5.8870955,9.389151
103,31321,##ería,,,0,0,0,6.1036835,-4.3311586,-2.5363154,3.8435788,0.6974733
103,10107,##s,,",",0,0,4,9.277476,-0.68082553,2.3408263,0.91826785,13.385628
103,11842,donde,,,0,0,0,11.979254,13.977099,0.25766304,3.1466043,7.8811784
103,10126,se,,,0,0,0,-3.742074,-4.932232,4.555597,5.3008943,-2.714021
103,10139,des,,,0,0,0,8.897547,10.407207,-4.867581,-0.7440257,4.584497
103,93382,##pach,,,0,0,0,10.53315,3.4769988,4.1285543,-0.25399855,2.8974721
103,47441,##aban,,,0,0,0,-0.5309973,5.8297324,6.1474833,4.5096307,-2.375255
103,10173,con,,,0,0,0,2.1702278,5.112192,-2.7210488,14.14006,3.615742
103,48865,##fit,,,0,0,0,7.688776,3.7153451,-1.3115553,5.891023,9.388949
103,35854,##uras,,,0,0,0,8.065791,3.3853314,-1.0074604,6.1401815,8.980811
103,193,y,,,0,0,0,-2.0047178,4.111658,5.10394,9.898882,14.861627
103,41924,vas,,,0,0,0,8.90512,10.399642,-4.8600326,-0.7364607,4.5920577
103,10310,##os,,,0,0,0,-1.0623947,5.8287153,6.4714284,4.6206546,-2.878048
103,10104,de,,,0,0,0,9.120545,1.8612407,1.7147375,14.732218,-1.0429462
103,48056,ref,,,0,0,0,9.918794,9.207986,6.8458796,-2.8902597,1.7339114
103,11234,##res,,,0,0,0,10.516632,9.865965,2.4157639,6.6752386,4.9643784
103,10812,##co,,,0,0,0,3.2299623,3.5798519,7.6107116,9.569869,-2.8958826
103,11572,end,,,0,0,0,9.146556,-5.003096,0.22223009,8.537913,4.4532714
103,10604,##ul,,,0,0,0,7.337215,4.0059533,-0.052814987,4.8604264,8.77339
103,47739,##zados,,,0,0,0,2.3084037,8.565782,3.404281,11.292985,1.1088322
103,10173,con,,,0,0,0,2.051109,5.0163484,-2.8216145,14.240381,3.6509395
103,24960,pan,,,0,0,0,2.112337,5.0994167,-2.771074,14.17419,3.6597788
103,18174,##ales,,,0,0,0,9.961569,4.812469,8.802022,3.589925,4.187722
103,193,y,,,0,0,0,-1.8919226,4.1524982,5.1525917,9.935218,14.838762
103,20579,algunas,,,0,0,0,0.45626384,2.9474945,1.0071187,1.5571213,3.5248642
103,13173,ho,,,0,0,0,9.071891,-4.8924103,0.32453847,8.491059,4.5455832
103,24030,##rch,,,0,0,0,6.073033,4.430583,1.6845845,-1.8083022,10.693699
103,48389,##atas,,",",0,0,4,7.901352,3.8774135,-1.1952449,5.809163,9.2065735
103,193,y,,,0,0,0,-2.0202284,4.0771737,5.114984,9.948781,14.736132
103,84462,aun,,,0,0,0,14.067748,7.7106466,-0.12321592,-0.4956983,10.561669
103,10127,del,,,0,0,0,-5.9227443,4.264346,1.1216775,10.640539,-2.0851116
103,55773,primit,,,0,0,0,0.98658454,3.7730849,0.7083023,0.4229302,2.7480736
103,14865,##ivo,,,0,0,0,0.9674863,1.1722122,7.4240913,-3.2278545,3.7042696
103,34551,café,,,0,0,0,1.9771626,3.566518,0.49929804,1.7427777,3.0073829
103,10104,de,,,0,0,0,9.483006,1.7816192,1.5487629,14.767565,-1.0225029
103,32461,tur,,,1,0,0,9.302147,1.8037088,1.4512193,14.70754,-1.2333555
103,39233,##ull,,",",1,0,4,7.330724,4.0055103,-0.050570782,4.8775306,8.817339
103,13436,muy,,,0,0,0,-3.570513,0.0041127303,3.4687762,5.863302,4.2287107
103,18345,mejor,,,0,0,0,11.430515,11.134391,3.5552545,-0.7514186,-3.0048127
103,11272,##ado,,,0,0,0,8.840924,5.472317,2.4493742,5.4222045,4.9678574
103,12884,después,,,0,0,0,9.287711,5.8734374,10.030195,-1.2823123,8.51007
103,193,y,,,0,0,0,-1.8394893,4.2172465,5.0490294,9.946147,14.877279
103,10794,ce,,,0,0,0,-5.4564505,5.0737166,12.636892,4.6490226,5.7256093
103,87840,##rrado,,,0,0,0,6.002634,4.361537,5.6229134,0.8369602,3.4607134
103,10547,este,,,0,0,0,3.2419689,12.164936,-4.329966,2.7646775,11.346038
103,13206,mismo,,,0,0,0,2.4272802,-5.422672,8.915254,9.304978,3.2173848
103,11734,año,,",",0,0,4,2.323828,-0.31820005,0.8124514,0.96517503,5.2930384
103,13605,hay,,,0,0,0,1.3021365,5.9495306,3.7630303,3.8647842,2.2500105
103,11410,hasta,,,0,0,0,7.791973,15.704489,-3.9386337,1.096731,7.654252
103,10547,este,,,0,0,0,3.2420018,12.164974,-4.3300214,2.7646909,11.346079
103,10110,en,,,0,0,0,-3.0359695,14.977359,3.2093115,11.076817,6.096529
103,10121,que,,,0,0,0,11.316284,-5.0401473,5.804203,3.6300237,2.226475
103,11504,esta,,,0,0,0,3.33885,12.850292,9.755926,8.944254,12.048704
103,13386,##mos,,,0,0,0,11.724782,2.9171991,11.504599,2.331521,10.135583
103,11432,gran,,,0,0,0,-0.5668387,3.27112,1.2734249,1.784142,3.253476
103,28204,diferencia,,.,0,0,3,0.986296,3.749639,1.0622678,0.95014834,2.938904
104,10183,por,,,1,0,0,-0.56318235,16.32426,-2.7921062,2.5280528,4.536979
104,10182,los,,,0,0,0,3.4184163,17.20476,-1.1283046,4.493508,-1.1362454
104,11278,años,,,0,0,0,2.3229883,-0.31790662,0.81073946,0.96548223,5.293114
104,103757,cuarenta,,,0,0,0,1.0273238,3.833163,0.7813835,0.5596069,2.6154273
104,193,y,,,0,0,0,-2.0997686,4.1185265,5.1678495,9.897386,14.843338
104,15117,cinco,,,0,0,0,1.0828354,3.786002,0.5667513,0.82690275,2.147546
104,183,o,,,0,0,0,-7.581261,11.644165,-0.86027265,9.105076,5.535204
104,103757,cuarenta,,,0,0,0,1.023975,3.8338037,0.7849508,0.5476391,2.620941
104,193,y,,,0,0,0,-1.8285618,4.0563393,5.078684,9.8361025,14.985083
104,17071,seis,,",",0,0,4,1.0824636,3.7955604,0.56247425,0.84056383,2.137294
104,10110,en,,,0,0,0,-3.1710267,14.87466,3.107062,11.117554,6.102657
104,10125,el,,,0,0,0,-3.2994697,-2.853392,4.764181,1.0580673,12.093303
104,34551,café,,,0,0,0,1.9852921,3.5614223,0.496827,1.7411481,3.0013812
104,10104,de,,,0,0,0,9.261291,1.944233,1.502797,14.806864,-1.1557802
104,10285,las,,,0,0,0,9.538126,3.7875392,-5.282345,-1.3584373,-1.9493628
104,82371,columnas,,,1,0,0,1.1717566,3.886821,0.7126522,1.7014,3.3775437
104,23469,situado,,",",0,0,4,2.7877207,5.462255,2.9615014,3.7066638,2.2961714
104,10294,si,,,0,0,0,8.771757,14.278598,8.241206,5.75475,9.586939
104,10192,no,,,0,0,0,-5.778646,11.948442,-3.6431026,2.9204893,0.22022796
104,10911,me,,,0,0,0,-2.0406878,13.013908,7.704794,0.8911594,11.758175
104,14716,eng,,,0,0,0,-3.0778577,14.9940815,3.1706967,11.042402,6.090066
104,87162,##año,,",",0,0,4,0.98596305,3.7496371,0.7306728,0.40774482,2.7461247
104,10110,en,,,0,0,0,-3.0698254,14.934174,3.078644,11.026472,6.176299
104,10182,los,,,0,0,0,3.4076395,17.189363,-1.1270666,4.501794,-1.1360148
104,14364,bajo,,,0,0,0,0.96327245,3.7741365,0.6931465,0.3884346,2.7353237
104,10107,##s,,,0,0,0,9.242826,-0.66401714,2.2552235,0.85049117,13.341022
104,10104,de,,,0,0,0,9.1868725,1.8595055,1.4985262,14.569362,-0.9556455
104,10109,la,,,0,0,0,5.0166335,10.636288,12.72226,6.8693104,1.4824089
104,12088,casa,,,0,0,0,3.5036821,-3.9976277,2.215141,4.3647223,9.964279
104,10121,que,,,0,0,0,11.1838045,-5.0472107,5.844504,3.5658436,2.2644396
104,25235,hoy,,,0,0,0,3.3737185,-4.0930586,6.3322372,11.918956,9.096262
104,30818,lleva,,,0,0,0,2.8839169,6.4037786,3.0494938,4.2624187,2.654744
104,10125,el,,,0,0,0,-3.3269749,-2.7712963,4.772806,1.0114217,12.163409
104,15769,numero,,,0,0,0,0.7077343,3.3873959,0.04496232,0.99366045,2.3862205
104,10104,de,,,0,0,0,9.166347,1.8714037,1.6597788,14.663138,-1.0892578
104,10109,la,,,0,0,0,5.1895623,10.526547,12.72794,7.0915575,1.5146542
104,27823,calle,,,0,0,0,7.9845176,10.65034,4.3044214,2.1217961,4.1676717
104,10104,de,,,0,0,0,9.186766,2.006162,1.5714914,14.58718,-0.93352026
104,10109,la,,,0,0,0,5.071929,10.521101,12.852903,7.003925,1.4968076
104,58231,fortaleza,,",",1,0,4,1.0158752,3.7072532,0.33813924,1.694956,2.65727
104,75190,empezaron,,,0,0,0,1.8264725,5.6061935,3.4187129,2.6941001,2.3403132
104,169,a,,,0,0,0,1.5095812,8.454179,-1.0896448,-2.3705769,-6.111375
104,22514,servir,,,0,0,0,2.830829,5.8781962,2.8678524,4.0416484,2.8360515
104,10341,##se,,,0,0,0,8.048968,0.47887254,10.2673645,7.335514,-3.7647643
104,34599,hela,,,0,0,0,8.29177,3.2749317,4.914644,7.1509314,15.883436
104,11181,##dos,,",",0,0,4,10.53555,3.4745984,4.1308737,-0.2562377,2.8951097
104,41249,artículo,,,0,0,0,1.3461379,3.953015,0.7536861,2.2377276,3.130905
104,10192,no,,,0,0,0,-5.8237987,11.898459,-3.698478,2.975305,0.17570008
104,18641,conocido,,,0,0,0,0.9486697,6.489046,2.868643,3.4211674,2.9522514
104,12847,antes,,,0,0,0,12.175405,13.124611,-3.001038,-1.425776,2.6907988
104,10110,en,,,0,0,0,-3.1142092,14.985435,3.1642482,11.069372,6.111281
104,10109,la,,,0,0,0,4.9596934,10.740293,12.833978,6.975177,1.510926
104,20353,isla,,.,1,0,3,0.8054788,2.604027,0.10153681,2.785339,3.6781015
105,11392,desde,,,1,0,0,10.231682,11.24417,-6.4285936,1.7162193,9.601555
105,41050,aquella,,,0,0,0,13.24425,10.351856,9.183504,6.557916,7.858004
105,24283,fecha,,,0,0,0,1.8719844,2.8508775,-0.36229813,2.891463,3.5588858
105,60056,comenzaron,,,0,0,0,1.8217638,5.604496,3.4204192,2.6893835,2.3366218
105,10285,las,,,0,0,0,9.561182,3.769483,-5.3097653,-1.3714746,-1.9374332
105,47599,señor,,,0,0,0,15.7193365,2.5756044,3.985496,0.5668487,0.010391597
105,10403,##as,,,0,0,0,8.645592,3.3466527,6.316308,6.6848,7.772601
105,169,a,,,0,0,0,1.4688756,8.347634,-1.1199838,-2.5087776,-6.19807
105,10173,con,,,0,0,0,2.117957,5.11495,-2.7671597,14.155367,3.6677122
105,12352,##cu,,,0,0,0,2.9616957,3.898721,8.51901,10.068516,-3.5602717
105,89847,##rrir,,,0,0,0,13.283166,-0.36793157,2.4389744,5.460843,5.5525513
105,169,a,,,0,0,0,1.450792,8.469045,-1.0646029,-2.5254612,-6.16216
105,16121,estos,,,0,0,0,-2.2428799,7.006359,2.5508964,1.9268799,2.7382302
105,68432,sitios,,",",0,0,4,1.1649241,3.2450125,0.42083794,1.9899461,2.9556994
105,12127,fr,,,0,0,0,6.272363,11.778337,-0.056404404,7.5830483,-1.6025563
105,97038,##ecu,,,0,0,0,8.839968,5.473381,2.4483123,5.4209585,4.965532
105,69570,##entado,,,0,0,0,8.628462,5.410839,2.4404514,5.4310994,4.9495044
105,10107,##s,,,0,0,0,9.299251,-0.6516282,2.3714752,0.94963115,13.351279
105,12847,antes,,,0,0,0,12.175425,13.124633,-3.0010364,-1.425789,2.6907887
105,11395,solo,,,0,0,0,2.6366725,9.806315,3.50374,-7.622777,1.2486018
105,10183,por,,,0,0,0,-0.53072375,16.297308,-2.8216662,2.5614316,4.509788
105,10182,los,,,0,0,0,3.3708742,17.151434,-1.0951024,4.5396285,-1.1021125
105,21879,hombres,,.,0,0,3,2.5095108,11.394692,0.31422478,1.2783679,4.39357
106,10127,del,,,1,0,0,-5.91182,4.26147,1.1198947,10.649134,-2.093326
106,10164,al,,,0,0,0,-6.682215,12.636609,4.789657,0.4064557,1.3788775
106,62745,##cant,,,0,0,0,2.9791584,3.63214,8.395074,9.977481,-3.5281787
106,12476,##ari,,,0,0,0,5.5949764,9.790697,-6.3851953,6.241798,9.472281
106,11083,##lla,,,0,0,0,5.459877,5.5153317,5.6566806,7.8505282,6.277675
106,10317,##do,,,0,0,0,11.291166,5.6273947,-3.8741019,10.095457,10.037662
106,15189,mal,,,0,0,0,5.825236,2.3809814,9.316297,-6.080098,1.2232338
106,46544,construido,,",",0,0,4,2.720013,5.4356627,3.0514977,3.619118,2.4008577
106,10106,in,,,0,0,0,9.191451,-5.0696044,0.1699517,8.563662,4.4085784
106,22530,##com,,,0,0,0,3.2219253,3.5802832,7.6215186,9.578749,-2.906233
106,22238,##ple,,,0,0,0,8.593253,3.3384352,9.671226,6.989698,3.5704522
106,10340,##to,,",",0,0,4,-0.7859068,2.7604918,13.215194,5.631527,7.5619802
106,76456,rep,,,0,0,0,9.8206005,9.306462,6.9448047,-2.797308,1.6299117
106,19951,##ug,,,0,0,0,7.28511,4.070175,0.09099572,4.740481,8.892585
106,70166,##nante,,,0,0,0,8.902692,7.14489,1.8320348,5.0261497,6.71589
106,10164,al,,,0,0,0,-6.671608,12.580181,4.798139,0.39179808,1.3608078
106,30668,ol,,,0,0,0,6.570168,12.214763,0.38357675,7.9403605,-2.2443132
106,73285,##fato,,,0,0,0,1.1737336,3.8446827,0.9269723,2.4249222,3.6529431
106,193,y,,,0,0,0,-1.8010652,4.204526,5.150947,9.946479,14.940961
106,10178,per,,,0,0,0,0.23362729,3.5708878,2.6307218,9.6526165,-6.694694
106,86491,##jud,,,0,0,0,2.499946,8.712845,3.305074,11.530919,1.1544403
106,38016,##icia,,,0,0,0,0.94895595,1.1542342,7.401028,-3.2452753,3.7245972
106,10161,##l,,,0,0,0,6.224088,4.347148,1.5536404,-1.7438157,10.640678
106,169,a,,,0,0,0,1.4767342,8.429052,-1.1994847,-2.4349852,-6.042975
106,10109,la,,,0,0,0,5.137902,10.4733925,12.806992,6.9920893,1.494534
106,48151,salud,,,0,0,0,1.496698,3.8425565,0.53423584,2.5242584,3.1356037
106,21349,pública,,",",3,0,4,1.2652113,3.6913512,0.5315242,2.442827,3.1262417
106,10911,me,,,0,0,0,-2.0060146,12.980186,7.7366242,0.90263915,11.788025
106,10104,de,,,0,0,0,9.238226,2.0138242,1.5144923,14.643167,-1.2129484
106,28047,##cía,,,0,0,0,1.0411441,1.754768,6.7711606,0.02059487,-3.2914844
106,10121,que,,,0,0,0,11.354884,-5.2503896,5.6752543,3.4933422,1.9087299
106,85477,debió,,,0,0,0,-0.47417894,3.3888502,4.162055,4.833113,4.476948
106,10493,ser,,,0,0,0,-2.7780817,6.1586266,12.651077,0.2554409,1.228597
106,10106,in,,,0,0,0,9.196529,-5.071434,0.16687,8.565204,4.405868
106,104270,##venta,,,0,0,0,9.065717,7.450849,1.6014115,5.031127,6.9167156
106,10317,##do,,,0,0,0,11.270048,5.6514173,-3.8544466,10.108823,10.019291
106,10183,por,,,0,0,0,-0.5539801,16.323608,-2.803232,2.5282612,4.5243406
106,10119,un,,,0,0,0,11.131105,3.648466,-3.4940767,-4.693159,5.123597
106,32816,médico,,",",0,0,4,1.4464482,3.78531,0.6660497,2.6998262,4.8720894
106,10119,un,,,0,0,0,11.102459,3.6792164,-3.453477,-4.6936226,5.1078305
106,41960,bot,,,0,0,0,2.2402833,5.0880513,-2.7874565,13.995759,3.5635805
106,11043,##ica,,,0,0,0,0.96270615,1.169687,7.4149904,-3.227081,3.7119777
106,12013,##rio,,,0,0,0,6.7085724,3.677028,-1.5911447,5.955061,9.2162695
106,183,o,,,0,0,0,-7.595991,11.658841,-0.87493074,9.119746,5.520567
106,10119,un,,,0,0,0,11.132293,3.6767964,-3.4840891,-4.6845093,5.0996733
106,10164,al,,,0,0,0,-6.692065,12.600775,4.728919,0.39817432,1.3790939
106,110214,##quila,,,0,0,0,0.9947779,3.76879,0.70810115,0.3943726,2.7185519
106,11849,##dor,,,0,0,0,11.280632,5.630952,-3.8734505,10.097503,10.038184
106,10104,de,,,0,0,0,9.27344,2.0614984,1.6210322,14.810588,-1.0410403
106,92773,trenes,,,0,0,0,1.155565,3.5899177,0.69593257,1.0673046,3.033556
106,10104,de,,,0,0,0,9.290743,1.8779497,1.5980169,14.852503,-1.0027378
106,10120,di,,,0,0,0,8.901329,2.5501513,1.4986687,14.234044,-1.2501057
106,20758,##fu,,,0,0,0,5.6847863,4.4045944,2.4417667,0.38036817,7.51442
106,74264,##ntos,,.,0,0,3,-0.7868993,2.759554,13.216019,5.632524,7.5606446
107,11266,pero,,,1,0,0,8.118454,11.789089,1.3506421,2.2925906,11.08101
107,12368,cuando,,,0,0,0,-5.41362,3.5177443,1.365193,-5.4673834,7.042758
107,10125,el,,,0,0,0,-3.385635,-2.8440034,4.7673507,0.8973039,11.98336
107,50693,jí,,,0,0,0,0.9572828,3.781802,0.73479635,0.42424536,2.4958742
107,12867,##bar,,,0,0,0,-3.2679992,7.342963,3.8283827,8.351378,-1.1672089
107,10133,##o,,,0,0,0,6.416868,2.7912436,12.9051285,8.842656,10.44005
107,10126,se,,,0,0,0,-3.751538,-4.875395,4.5667763,5.330012,-2.7276797
107,55378,puso,,,0,0,0,2.4256654,5.972615,3.31474,3.1495855,2.699673
107,46972,seri,,,0,0,0,12.32379,9.240793,5.7174783,8.166251,12.975369
107,10133,##o,,,0,0,0,6.3826756,2.7615788,12.850286,8.882589,10.4805765
107,10553,fue,,,0,0,0,13.4302025,8.885955,7.148633,6.5322866,-2.0525985
107,10125,el,,,0,0,0,-3.2801185,-2.7741191,4.661399,1.0203053,12.145268
107,14184,día,,,0,0,0,8.205895,6.245704,-4.3386855,3.2526884,9.374318
107,10121,que,,,0,0,0,11.251413,-5.0182962,5.778473,3.496524,2.1138828
107,27541,visit,,,0,0,0,1.307508,5.9231,3.7435513,3.8829436,2.2732184
107,10443,##ó,,,0,0,0,0.9216099,9.346688,-8.200443,1.0937907,7.597451
107,10125,el,,,0,0,0,-3.35955,-2.8978105,4.8199277,0.94795865,11.976321
107,11436,local,,,0,0,0,8.909954,2.080564,1.619665,14.759918,-0.9147797
107,10121,que,,,0,0,0,11.165032,-5.096319,5.6992817,3.4543915,2.2711723
107,36978,ocupa,,,0,0,0,2.0818307,5.5951424,2.5962331,2.9903238,2.6993415
107,10109,la,,,0,0,0,5.0227423,10.868506,12.880922,7.106018,1.4598494
107,73484,audiencia,,.,1,0,3,1.7592719,3.8041666,0.27446163,2.1998146,3.5277023
108,10127,del,,,1,0,0,-5.9209504,4.265322,1.1203244,10.64302,-2.0893242
108,55683,ens,,,0,0,0,-3.1427562,14.986737,3.1631858,11.095358,6.111391
108,60679,##anche,,,0,0,0,-0.0013620674,4.4500275,1.3989567,1.7165595,3.1318104
108,10104,de,,,0,0,0,9.242857,1.8583945,1.5909473,14.843847,-0.9237318
108,10109,la,,,0,0,0,5.107343,10.778211,12.77344,7.044435,1.5172973
108,12206,población,,,0,0,0,1.8972782,2.8728688,-0.34586355,2.8688984,3.582731
108,10104,de,,,0,0,0,9.15793,1.7807081,1.6441734,14.743004,-1.2021297
108,28047,##cía,,,0,0,0,1.0409611,1.7595172,6.7679615,0.026309527,-3.280969
108,10121,que,,,0,0,0,11.275794,-5.2668867,5.6061454,3.6805553,2.1173368
108,11410,hasta,,,0,0,0,7.791676,15.704213,-3.9383578,1.0966963,7.6539383
108,29291,ahora,,,0,0,0,3.3742845,-4.09311,6.332593,11.917988,9.096556
108,12758,había,,,0,0,0,-1.534944,-0.1401223,-2.7188892,8.006416,-5.549055
108,12477,sido,,,0,0,0,3.5475981,6.34116,4.314959,3.82778,1.721389
108,10220,para,,,0,0,0,5.762956,10.2839365,1.202185,9.193446,15.4645405
108,10182,los,,,0,0,0,3.3969867,17.169455,-1.1201832,4.514221,-1.1220872
108,12173,habitantes,,,0,0,0,1.9564894,2.9209244,-0.31196782,2.82155,3.6322598
108,10104,de,,,0,0,0,9.218316,1.9309846,1.4807146,14.729378,-0.96439344
108,10109,la,,,0,0,0,5.185257,10.545632,12.72317,7.1242247,1.4590642
108,12320,ciudad,,,0,0,0,1.8732039,2.851763,-0.36369914,2.8912523,3.5582983
108,10225,como,,,0,0,0,1.7901031,-2.0444686,1.6996546,-5.5683084,-1.1040975
108,10125,el,,,0,0,0,-3.3760629,-2.8724234,4.8410077,1.0426904,12.025298
108,17954,mes,,,1,0,0,8.900397,10.404383,-4.8647857,-0.7412243,4.5873165
108,19058,##ías,,,1,0,0,9.264426,4.5213246,11.434618,13.263975,4.783835
108,10104,de,,,0,0,0,9.319545,1.6815965,1.4279683,14.711627,-1.1340061
108,10182,los,,,0,0,0,3.3989758,17.17035,-1.1343547,4.4812355,-1.1506813
108,72438,judíos,,.,0,0,3,0.5821205,3.7148917,0.8425854,1.5947913,3.1915498
109,10125,el,,,1,0,0,-3.2912805,-2.808778,4.746955,0.9961846,12.051711
109,14391,autor,,,0,0,0,2.0888486,5.971665,0.33735693,2.1770487,1.9112316
109,76456,rep,,,0,0,0,9.814339,9.312013,6.950291,-2.7917273,1.6237508
109,12704,##ite,,,0,0,0,7.1393948,3.753721,-0.22502314,5.0932937,9.183708
109,10406,lo,,,0,0,0,-2.344271,14.491032,9.004245,5.370975,-0.9674118
109,13206,mismo,,,0,0,0,2.4257262,-5.4211783,8.913735,9.30345,3.216463
