instancia_id,token_id,token,punt_inicial,punt_final,capitalización,indice_oracion,i_punt_inicial,i_punt_final,i_puntuacion,dim_red_0,dim_red_1,dim_red_2,dim_red_3,dim_red_4
3,12923,dar,,,0,45,0,0,0,3.404283,-9.147664,32.81612,-7.073678,4.6935225
3,10110,en,,,0,46,0,0,0,-4.02331,15.9146595,8.889612,-7.542686,2.788478
3,10109,la,,,0,47,0,0,0,13.111484,8.945741,-6.0297356,-3.7214732,8.553825
3,11531,sem,,,0,48,0,0,0,3.3800654,-8.887707,32.612663,-7.4371376,4.298058
3,45937,##pite,,,0,49,0,0,0,-1.7918589,6.027656,7.289386,14.754622,6.573326
3,13471,##rna,,,0,50,0,0,0,-2.087483,6.0355964,8.087815,15.987264,6.950388
3,67763,cuestión,,,0,51,0,0,0,7.041633,1.5321156,6.2231617,4.37911,2.0537128
3,10121,que,,",",0,52,0,4,4,8.835487,-9.9269085,-8.480767,-0.38991973,2.9845827
3,14364,bajo,,,0,53,0,0,0,7.9617085,1.6143262,5.4173784,2.0953307,-0.42867944
3,78848,distinta,,,0,54,0,0,0,7.5818443,1.8215888,5.8396516,3.5984166,2.2859027
3,11041,forma,,",",0,55,0,4,4,7.9108186,0.0145598585,1.2915379,4.2558203,3.4232335
3,11559,está,,,0,56,0,0,0,5.7114587,1.3890427,5.5320845,3.101209,1.4222593
3,37668,plante,,,0,57,0,0,0,5.739741,1.625088,5.7979674,3.6254423,1.7784122
3,21243,##ándose,,,0,58,0,0,0,-1.6137872,4.4317517,5.661342,16.569702,6.115167
3,11392,desde,,,0,59,0,0,0,8.3606205,1.3169755,5.3164754,2.0252638,-0.55449426
3,14104,tiempo,,,0,60,0,0,0,7.0752864,3.2527494,6.1146464,5.787526,0.97197855
3,10106,in,,,0,61,0,0,0,-3.7632823,15.717182,9.029156,-7.560373,2.7861648
3,60503,##mem,,,0,62,0,0,0,-1.8746812,6.9026394,7.9941387,16.981443,6.887438
3,79338,##orial,,,0,63,0,0,0,6.7131977,2.3029659,6.470734,4.6454425,1.9580874
3,193,y,,,0,64,0,0,0,27.941542,13.040991,11.718197,9.571856,7.3455157
3,10121,que,,,0,65,0,0,0,8.742664,-9.849357,-8.328564,-0.26069045,3.1231937
3,10173,con,,,0,66,0,0,0,5.4629188,-15.65623,10.763778,-2.0306807,-1.4011625
3,19109,relación,,,0,67,0,0,0,7.0267935,1.6762346,6.208555,4.439523,2.0745587
3,169,a,,,0,68,0,0,0,7.979946,-3.4301262,22.538675,9.97821,16.925571
3,41765,puerto,,,1,69,0,0,0,7.520483,1.9732985,6.6889725,4.6250005,1.8047374
3,87069,rico,,,1,70,0,0,0,5.9683347,-15.229173,10.719672,-1.7791995,-1.075414
3,10126,se,,,0,71,0,0,0,8.34499,-0.033556174,5.499752,-11.950951,6.8653097
3,29888,reduce,,,0,72,0,0,0,5.7618484,1.3576574,5.8539762,3.4957845,1.8103645
3,169,a,,,0,73,0,0,0,7.9674764,-3.407215,22.534369,9.955343,16.929764
3,15122,aver,,,0,74,0,0,0,8.045642,-0.09145995,0.8269318,4.425418,3.7260957
3,104915,##igua,,,0,75,0,0,0,6.869562,1.7945352,5.8764143,3.7110224,1.7357917
3,10129,##r,,,0,76,0,0,0,-1.6863278,5.442198,8.014753,15.96618,6.9540095
3,10294,si,,,0,77,0,0,0,8.265849,0.045236897,5.578856,-12.029282,6.944217
3,10125,el,,,0,78,0,0,0,5.878096,22.707043,9.823936,3.1941524,4.615714
3,11284,pro,,,0,79,0,0,0,5.6404667,-12.294638,12.308058,-0.9053674,1.0970371
3,77993,##greso,,,0,80,0,0,0,6.8814406,2.2650492,6.476446,4.5596404,1.8039651
3,25507,realizado,,,0,81,0,0,0,8.337538,1.0581808,5.2547183,3.1084354,0.5047912
3,10402,entre,,,0,82,0,0,0,3.4426415,-9.479745,32.68896,-7.3251376,4.709209
3,11573,nos,,,0,83,0,0,0,5.492421,-0.2226735,-0.20098497,1.0860378,17.879004
3,96376,##otros,,,0,84,0,0,0,7.891324,2.2831373,5.1723866,2.9288282,3.0197196
3,11573,nos,,,0,85,0,0,0,5.4900637,-0.22057821,-0.20377769,1.0935277,17.880049
3,10228,ha,,,0,86,0,0,0,8.548347,10.196327,7.1009564,0.7388553,2.6746037
3,19614,hecho,,,0,87,0,0,0,8.360843,1.0195339,5.27108,3.0893006,0.4769704
3,10543,más,,,0,88,0,0,0,2.324862,-1.7684926,4.2281027,-3.378464,5.712803
3,107149,dichos,,,0,89,0,0,0,7.636083,2.512333,4.8750095,2.4584217,2.8182194
3,10310,##os,,",",0,90,0,4,4,-5.4582353,6.3612747,3.5220249,14.3721895,4.6491537
3,183,o,,,0,91,0,0,0,7.8334374,-3.275422,22.586166,9.823633,16.745958
3,10294,si,,,0,92,0,0,0,8.267813,0.043903463,5.576894,-12.027577,6.9423985
3,10173,con,,,0,93,0,0,0,5.5288515,-15.54714,10.740444,-1.9747216,-1.4069703
3,14370,él,,,0,94,0,0,0,8.151182,1.9073452,4.3442926,1.1319968,3.5996432
3,193,y,,,0,95,0,0,0,27.960806,12.997037,11.776412,9.558589,7.3528404
3,10183,por,,,0,96,0,0,0,8.721472,-0.46020162,10.948106,7.7881923,-10.16881
3,10198,su,,,0,97,0,0,0,4.675664,-0.7091665,24.124891,5.3189335,0.91105866
3,12787,causa,,",",0,98,0,4,4,7.988122,-0.067216,0.99660254,4.3254595,3.615442
3,10181,som,,,0,99,0,0,0,8.708881,-9.607654,-8.606247,0.31235453,2.8382301
3,10310,##os,,,0,100,0,0,0,-5.434655,6.306581,3.6124115,14.376718,4.689012
3,10543,más,,,0,101,0,0,0,2.3060627,-1.787285,4.209171,-3.3972533,5.7315955
3,10106,in,,,0,102,0,0,0,-3.770818,15.725019,9.028075,-7.585368,2.7657683
3,22086,##fel,,,0,103,0,0,0,-1.8706781,5.5525355,8.143848,16.036444,6.953539
3,39801,##ices,,.,0,104,0,3,3,-4.0110016,5.9946394,4.72291,14.181641,5.2526474
4,10196,es,,,1,0,0,0,0,7.798886,2.9587085,-1.6694509,22.367235,3.6750078
4,33478,ach,,,0,1,0,0,0,5.6941566,-15.827628,10.84479,-2.006566,-1.0766886
4,74103,##aque,,,0,2,0,0,0,-2.5555544,6.6472015,7.898255,16.717653,6.925121
4,10104,de,,,0,3,0,0,0,3.459606,-9.350638,32.824265,-7.066708,4.6249366
4,89775,viejo,,,0,4,0,0,0,8.133319,1.5579666,5.9646883,3.840005,2.57069
4,10107,##s,,",",0,5,0,4,4,-4.814928,4.7398415,12.515724,14.605567,6.959886
4,193,y,,,0,6,0,0,0,27.935555,13.0386,11.750394,9.576699,7.3686
4,13672,yo,,,0,7,0,0,0,27.75314,12.743267,11.630767,9.497574,7.827064
4,10406,lo,,,0,8,0,0,0,12.67973,9.025517,-5.3926544,-3.6791818,8.679206
4,103559,soy,,,0,9,0,0,0,5.556593,1.7980342,5.801735,3.9457462,1.9022278
4,10183,por,,,0,10,0,0,0,8.722397,-0.4610565,10.9488945,7.7891665,-10.1698
4,12132,mi,,,0,11,0,0,0,6.2373857,-15.078842,10.474693,-1.6890769,-1.1920516
4,10139,des,,,0,12,0,0,0,3.6664531,-9.082438,32.797333,-6.76193,4.4959717
4,25635,##gra,,,0,13,0,0,0,-2.520194,6.2710996,7.2891264,16.04312,7.0239115
4,11462,##cia,,",",0,14,0,4,4,5.467764,2.1624894,5.9679995,6.7807446,2.5190163
4,10125,el,,,0,15,0,0,0,5.941685,22.748634,9.783281,3.183468,4.621534
4,10266,em,,,0,16,0,0,0,-3.9949336,15.937478,8.980513,-7.531308,2.8954184
4,11355,##pe,,,0,17,0,0,0,-1.7433223,6.0042286,7.410191,14.797241,6.642442
4,53897,##ñar,,,0,18,0,0,0,4.4097915,2.554207,5.2941003,6.9747243,3.8224437
4,10341,##se,,,0,19,0,0,0,-2.7248356,6.9092402,7.975729,16.772514,6.784617
4,10110,en,,,0,20,0,0,0,-4.167591,16.033031,8.809229,-7.504496,2.793842
4,13957,sos,,,0,21,0,0,0,4.5568237,-0.8277989,24.005428,5.2005105,1.029891
4,76455,##tener,,,0,22,0,0,0,5.7661448,1.2805439,5.264841,3.8462183,1.9110708
4,10121,que,,,0,23,0,0,0,8.807795,-9.897568,-8.319054,-0.3502758,3.034491
4,10110,en,,,0,24,0,0,0,-4.131149,15.999984,8.852951,-7.4905014,2.8134694
4,10182,los,,,0,25,0,0,0,5.483879,-0.21400236,-0.19552788,1.0900677,17.887115
4,34529,tiempos,,,0,26,0,0,0,7.116033,3.3006475,6.1245084,5.833952,0.9106924
4,10104,de,,,0,27,0,0,0,3.5839562,-9.328117,32.856205,-7.049284,4.5265956
4,10198,su,,,0,28,0,0,0,4.6443295,-0.74044615,24.093506,5.287693,0.9423511
4,26088,pasa,,,0,29,0,0,0,2.7149756,-7.8135715,31.869173,-6.8968263,4.7642403
4,10229,##da,,,0,30,0,0,0,-2.4993353,6.396075,7.5874043,16.229708,7.072755
4,98624,juventud,,,0,31,0,0,0,7.7312284,1.8630893,6.0461016,4.1002274,2.3246555
4,12655,todo,,,0,32,0,0,0,8.749723,3.8043633,4.38838,2.9489539,3.413781
4,10411,era,,,0,33,0,0,0,2.7359061,2.7159398,4.7751927,4.7430296,2.0541081
4,18345,mejor,,,0,34,0,0,0,6.809821,1.028233,1.7771823,4.024627,9.517193
4,193,y,,,0,35,0,0,0,27.944649,13.011062,11.772324,9.550917,7.3937817
4,10543,más,,,0,36,0,0,0,2.300201,-1.7931528,4.203279,-3.4031122,5.7374597
4,99095,bello,,.,0,37,0,3,3,8.49072,2.638711,4.7882457,4.1809044,3.2107587
5,10192,no,¿,,1,0,1,0,1,-14.049148,6.3200693,4.158041,5.638459,8.598555
5,10228,ha,,,0,1,0,0,0,8.548358,10.19637,7.1009617,0.7388416,2.674605
5,183,o,,,0,2,0,0,0,7.8030577,-3.246285,22.595633,9.7945,16.710836
5,28095,##ído,,,0,3,0,0,0,-0.23580882,5.3051357,6.0612655,13.339969,5.868638
5,10125,el,,,0,4,0,0,0,5.9318542,22.740273,9.770123,3.2154236,4.6683817
5,30988,lec,,,0,5,0,0,0,5.5569286,-15.627582,10.978212,-1.9035592,-1.0270094
5,11813,##tor,,,0,6,0,0,0,-1.9709599,4.6813393,5.8423786,16.51329,6.1569247
5,10543,más,,,0,7,0,0,0,2.3240252,-1.7693177,4.22714,-3.3793046,5.713617
5,10104,de,,,0,8,0,0,0,3.5562305,-9.341401,32.842274,-7.111225,4.5200343
5,10153,una,,,0,9,0,0,0,8.061846,-0.11184504,0.79395926,4.453383,3.7536998
5,11675,vez,,,0,10,0,0,0,7.259192,1.6731071,5.716001,3.6292257,1.722964
5,193,y,,,0,11,0,0,0,27.876888,13.036001,11.68831,9.595414,7.380593
5,10402,entre,,,0,12,0,0,0,3.4145179,-9.501174,32.663216,-7.336267,4.7292624
5,14888,personas,,,0,13,0,0,0,7.843365,1.9539601,5.7955317,4.0820975,2.6149876
5,10104,de,,,0,14,0,0,0,3.5373116,-9.3703165,32.91965,-7.0755754,4.4773083
5,22757,edad,,",",0,15,0,4,4,7.0527005,3.2647903,6.0812597,5.822385,0.94832957
5,10120,di,,,0,16,0,0,0,3.4234111,-9.242893,32.769165,-7.1051006,4.7480702
5,50390,##álogo,,,0,17,0,0,0,6.5718026,2.1876283,6.3188496,4.706012,2.0104258
5,10107,##s,,,0,18,0,0,0,-4.77613,4.7761207,12.470392,14.627759,7.0111046
5,102110,parecido,,,0,19,0,0,0,7.699826,1.7512381,5.946416,3.5102165,2.4988058
5,10107,##s,,,0,20,0,0,0,-4.781918,4.770708,12.527929,14.613545,6.9972205
5,10164,al,,,0,21,0,0,0,15.705278,0.14066803,2.1162,-7.761229,12.635442
5,17118,siguiente,,?,0,22,0,2,2,7.496262,1.4444857,5.3950343,3.366507,1.9421225
6,11504,esta,,,1,0,0,0,0,7.6573615,2.7540617,4.6775737,2.093772,2.9007633
6,13386,##mos,,,1,1,0,0,0,-5.459307,6.4641213,3.3489254,14.373708,4.5898466
6,10110,en,,,0,2,0,0,0,-4.0692983,15.95503,8.848629,-7.5258913,2.779452
6,15870,junio,,",",0,3,0,4,4,7.0746703,3.1218207,6.1065774,5.6490026,0.9868495
6,27989,amigo,,,0,4,0,0,0,8.218906,2.0061872,6.415143,3.243816,3.7309697
6,16938,don,,,0,5,0,0,0,5.6326876,-15.612883,10.800948,-1.956742,-1.5604777
6,60990,dama,,,1,6,0,0,0,8.0736265,0.00030946612,1.0033112,4.3914995,3.6130686
6,10107,##s,,.,1,7,0,3,3,-4.7589064,4.806845,12.448078,14.6418705,7.010439
7,38188,qué,¿,,1,0,1,0,1,7.5730186,1.7845476,5.479923,1.5913893,-1.108242
7,10911,me,,,0,1,0,0,0,6.2050605,-15.10387,10.492465,-1.7061474,-1.2229289
7,20730,dice,,,0,2,0,0,0,5.561339,1.2158943,5.973996,3.594545,1.9443676
7,19626,us,,,0,3,0,0,0,3.5929122,-5.695133,25.27711,-2.979809,5.9407454
7,11912,##ted,,,0,4,0,0,0,-2.5367644,5.9434066,7.8477073,14.641178,7.725236
7,10104,de,,,0,5,0,0,0,3.5019164,-9.2828245,32.78964,-7.0098224,4.630226
7,10285,las,,,0,6,0,0,0,6.4171205,-10.191265,-1.0966102,-9.68877,7.5079474
7,72132,fiestas,,,0,7,0,0,0,7.3647127,2.0934665,5.837569,4.1781893,2.2272162
7,10104,de,,,0,8,0,0,0,3.430954,-9.439423,32.696617,-7.266943,4.656866
7,14608,san,,,1,9,0,0,0,5.41536,-15.790561,10.636934,-1.8911886,-1.461553
7,23005,ju,,,1,10,0,0,0,13.102569,8.9262495,-6.06731,-3.640448,8.632347
7,10206,##an,,?,1,11,0,2,2,-2.2078383,6.3799615,8.31094,15.522162,7.027762
8,38188,qué,¿,,1,0,1,0,1,7.55575,1.76614,5.467721,1.5824074,-1.1313655
8,10261,he,,,0,1,0,0,0,-3.1105351,15.556664,9.434562,-7.6564,2.8642256
8,10104,de,,,0,2,0,0,0,3.4832625,-9.488885,32.76152,-7.247016,4.6535764
8,27337,decir,,",",0,3,0,4,4,7.557913,2.455493,5.8190904,2.4378881,0.47755715
8,47599,señor,,,0,4,0,0,0,7.0482306,1.6472241,7.6329846,3.7054954,2.0028183
8,10113,##a,,,0,5,0,0,0,-2.5731301,6.76926,7.890839,16.680056,6.829189
8,34010,dona,,,0,6,0,0,0,8.033917,-0.09295918,0.80197877,4.4633584,3.7424872
8,23005,ju,,,1,7,0,0,0,13.082416,8.892744,-6.0968556,-3.606368,8.670955
8,14013,##ani,,,1,8,0,0,0,-2.2114463,6.371781,8.282437,15.580865,6.9980283
8,10213,##ta,,?,1,9,0,2,2,-2.5982146,6.6713986,7.7523694,16.513144,6.8941517
9,13621,ac,¿,,1,0,1,0,1,5.6332483,-15.731495,10.783825,-2.0349545,-1.2506783
9,63321,##aso,,,1,1,0,0,0,-2.5452714,6.5584183,7.907151,16.76521,6.999832
9,10285,las,,,0,2,0,0,0,6.4176874,-10.19184,-1.0971856,-9.689349,7.50738
9,13605,hay,,,0,3,0,0,0,5.601953,1.2786018,5.9501643,3.6176617,1.9304641
9,29291,ahora,,?,0,4,0,2,2,8.115877,2.437237,5.136788,3.0278077,0.69516784
10,10109,la,,,1,0,0,0,0,13.160534,8.992228,-6.0396533,-3.704189,8.551717
10,22944,ina,,,0,1,0,0,0,8.006132,-0.10324379,0.80112433,4.440745,3.7426975
10,47630,##ugu,,,0,2,0,0,0,-5.3640213,6.0671024,3.9720924,14.351159,4.871104
10,18738,##ración,,,0,3,0,0,0,6.4082084,2.1663058,6.4220405,5.058026,2.2268188
10,10104,de,,,0,4,0,0,0,3.4493582,-9.330127,32.81846,-7.1789346,4.6903753
10,10109,la,,,0,5,0,0,0,13.110708,8.972065,-6.0393906,-3.7889555,8.492214
10,70522,estatua,,,0,6,0,0,0,7.1408134,1.7548361,6.423381,4.5394263,1.7905533
10,10104,de,,,0,7,0,0,0,3.4457545,-9.183891,32.765625,-7.147635,4.637274
10,10514,po,,,1,8,0,0,0,3.0442705,-7.6414766,31.012314,-6.5060873,4.372193
10,12150,##nce,,,1,9,0,0,0,-2.2272542,6.3439603,8.257553,15.520392,7.0354176
10,10104,de,,,0,10,0,0,0,3.4536598,-9.193398,32.799232,-7.152553,4.705463
10,10141,le,,,1,11,0,0,0,3.0656502,-6.371041,27.62355,-4.36569,4.4987245
10,11482,##ón,,",",1,12,0,4,4,-0.37583143,5.240938,6.420461,13.731897,6.0040426
10,10398,dos,,,0,13,0,0,0,6.8573117,1.6668881,6.0317397,3.2666178,1.2140607
10,46063,baile,,,0,14,0,0,0,7.026578,1.9588451,6.479854,4.4232183,1.4416218
10,10107,##s,,,0,15,0,0,0,-4.7595296,4.819877,12.443787,14.667293,7.0313597
10,193,y,,,0,16,0,0,0,27.885004,12.99662,11.685833,9.543896,7.328815
10,20579,algunas,,,0,17,0,0,0,7.2822948,2.1398213,5.634962,3.9111154,2.2547734
10,14828,otras,,,0,18,0,0,0,7.6211963,1.9746403,5.011312,3.7574708,2.8318312
10,16205,simple,,,0,19,0,0,0,3.2967696,-9.148572,32.673103,-7.312856,4.536512
10,20454,##zas,,,0,20,0,0,0,-2.4816828,6.4979825,7.811621,16.643387,6.9973783
10,10183,por,,,0,21,0,0,0,8.700795,-0.44035265,10.929003,7.7669377,-10.147453
10,10125,el,,,0,22,0,0,0,5.904899,22.741285,9.795496,3.2113843,4.6481743
10,16751,estilo,,",",0,23,0,4,4,6.836621,2.0063055,6.278236,4.0947747,1.4661208
10,15166,pueden,¿,,0,24,1,0,1,5.7954354,1.508741,5.824645,3.6317968,1.9925721
10,10212,com,,,0,25,0,0,0,5.4609566,-15.685947,10.927093,-2.0479188,-1.3061419
10,78715,##parar,,,0,26,0,0,0,5.845829,1.3121407,4.9925275,3.9895203,1.9580485
10,10341,##se,,,0,27,0,0,0,-2.7228892,6.905705,7.9874825,16.781675,6.7738895
10,10173,con,,,0,28,0,0,0,5.523221,-15.691938,10.699979,-2.0025158,-1.459195
10,10285,las,,,0,29,0,0,0,6.4478664,-10.222003,-1.1273527,-9.719501,7.477191
10,72132,fiestas,,,0,30,0,0,0,7.3602734,2.1098075,5.8570957,4.2047534,2.2115085
10,10121,que,,,0,31,0,0,0,8.691009,-9.860096,-8.433803,-0.35817876,3.1195307
10,10126,se,,,0,32,0,0,0,8.380192,-0.06814609,5.4646373,-11.916057,6.830378
10,42892,celebra,,,0,33,0,0,0,5.8128376,1.5370156,5.844672,3.575484,1.704754
10,10927,##ban,,,0,34,0,0,0,-1.2952983,5.9501486,6.7479234,13.786858,6.3634143
10,12847,antes,,?,0,35,0,2,2,8.369576,1.8254708,4.7225213,3.5775683,0.70281637
11,105238,recuerda,¿,,1,0,1,0,1,5.752377,1.4824231,5.9396195,3.4355748,2.3460898
11,19626,us,,,0,1,0,0,0,3.5901299,-5.69223,25.2721,-2.9753327,5.9442015
11,11912,##ted,,,0,2,0,0,0,-2.5276036,5.9556875,7.8452783,14.660601,7.707001
11,10854,cu,,,0,3,0,0,0,5.5188746,-15.7646055,10.816137,-2.0828693,-1.3951358
11,96327,##ánt,,,0,4,0,0,0,-0.40989122,5.305943,6.3919625,13.679844,5.9745445
11,10133,##o,,,0,5,0,0,0,-5.319016,6.061106,4.003349,14.325986,4.8753242
11,11573,nos,,,0,6,0,0,0,5.4643974,-0.19539726,-0.18025953,1.1218032,17.903801
11,76486,div,,,0,7,0,0,0,5.555228,-15.593185,10.6976595,-1.9616503,-1.4844431
11,11605,##ert,,,0,8,0,0,0,-2.1757152,6.161096,8.093128,16.2808,6.8447895
11,10836,##ía,,,0,9,0,0,0,-0.20246348,5.3258533,6.0661206,13.29178,5.891576
11,13386,##mos,,?,0,10,0,2,2,-5.504762,6.476306,3.3514476,14.332027,4.5723934
12,10549,ya,,,1,0,0,0,0,27.835463,12.877662,11.702434,9.547766,7.579427
12,10406,lo,,,0,1,0,0,0,12.701082,8.999317,-5.413794,-3.6550846,8.655074
12,171,c,,,0,2,0,0,0,5.5169444,-15.498823,10.891109,-1.8723794,-1.1643187
12,33472,##reo,,.,0,3,0,3,3,-5.2946362,5.9487953,4.1016703,14.4445715,4.9788327
13,16720,entonces,,,1,0,0,0,0,8.125751,2.4375117,5.1318507,3.015785,0.690308
13,75190,empezaron,,,0,1,0,0,0,5.462248,1.8300127,5.5979843,3.928704,1.7858882
13,75166,nuestra,,,0,2,0,0,0,7.9104915,2.3156831,5.09709,2.8441114,3.0210614
13,10107,##s,,,0,3,0,0,0,-4.797553,4.7954416,12.483925,14.662524,7.000308
13,32515,relaciones,,",",0,4,0,4,4,7.15078,1.7410395,6.1308002,4.378546,2.159894
13,10121,que,,,0,5,0,0,0,8.719868,-9.877497,-8.36603,-0.31289834,3.0769768
13,11005,fu,,,0,6,0,0,0,5.332246,1.9865395,5.6998577,4.00061,1.8669002
13,75086,##imos,,,0,7,0,0,0,-5.3896484,6.447619,3.3340912,14.261138,4.625885
13,10176,est,,,0,8,0,0,0,7.8410683,2.9165275,-1.7113228,22.327335,3.7172356
13,74755,##rec,,,0,9,0,0,0,-1.6947694,5.4332223,7.9795775,15.971285,6.942551
13,55469,##hando,,,0,10,0,0,0,-1.5978575,4.3777647,5.60278,16.579689,6.066897
13,11410,hasta,,,0,11,0,0,0,8.397883,1.2861488,5.2892776,2.0004423,-0.57870096
13,51687,terminar,,,0,12,0,0,0,5.944031,1.3508737,5.0922565,3.9425013,1.8792244
13,13983,##las,,,0,13,0,0,0,-2.4509172,6.354237,7.989318,16.64001,7.0039663
13,14989,cas,,,0,14,0,0,0,3.3580642,-9.13966,32.7149,-7.205239,4.608357
13,101439,##ánd,,,0,15,0,0,0,-0.47517663,5.313366,6.4961853,13.819907,5.97509
13,63915,##onos,,,0,16,0,0,0,-5.4382253,6.3083124,3.6044364,14.375962,4.690946
13,17071,seis,,,0,17,0,0,0,6.880849,1.9669573,5.954724,3.4523482,1.5488349
13,17359,meses,,,0,18,0,0,0,7.017186,3.170763,6.0817895,5.714755,1.0212382
13,12884,después,,.,0,19,0,3,3,8.383174,1.8218147,4.7107835,3.585981,0.68806416
